"country";"datum";"tests_done";"vaccinations";"death";"cases";"hospital_admissions100k";"icu_admissions100k"
"Iceland";"2020-11-16";7025;NA;1;88;1.09849670725612;NA
"Iceland";"2020-11-23";7276;NA;0;104;1.09849670725612;NA
"Iceland";"2020-11-30";9406;NA;1;101;0.27462417681403;NA
"Iceland";"2020-12-07";9183;NA;1;75;0.27462417681403;NA
"Iceland";"2020-12-14";12654;NA;0;85;0.82387253044209;NA
"Iceland";"2020-12-21";10137;NA;0;84;NA;NA
"Iceland";"2020-12-28";9186;0;1;28;0;NA
"Iceland";"2021-01-04";11129;NA;0;144;0;NA
"Iceland";"2021-01-11";9664;0;0;72;0.27462417681403;NA
"Iceland";"2021-01-18";7239;14384;0;20;1.09849670725612;NA
"Iceland";"2021-01-25";8406;99;0;19;0.27462417681403;NA
"Iceland";"2021-02-01";7051;110;0;11;0.54924835362806;NA
"Iceland";"2021-02-08";6062;2224;0;19;0;NA
"Iceland";"2021-02-15";5545;12999;0;10;0.27462417681403;NA
"Iceland";"2021-02-22";5422;4914;0;5;0;0
"Iceland";"2021-03-01";4854;113;0;10;0;0
"Iceland";"2021-03-08";9560;429;0;19;0;0
"Iceland";"2021-03-15";7064;5356;0;36;0.82387253044209;0
"Iceland";"2021-03-22";15255;12241;0;64;0.27462417681403;0
"Iceland";"2021-03-29";12502;8045;0;42;0;0
"Iceland";"2021-04-05";11529;7648;0;42;0;0
"Iceland";"2021-04-12";10246;4474;0;62;0.27462417681403;0.27462417681403
"Iceland";"2021-04-19";18402;7583;0;100;1.37312088407015;0
"Iceland";"2021-04-26";14029;9132;0;54;1.09849670725612;0
"Iceland";"2021-05-03";12865;45479;0;36;0.54924835362806;0.54924835362806
"Iceland";"2021-05-10";13770;22328;0;29;0.27462417681403;0
"Iceland";"2021-05-17";16136;33819;0;8;0;0
"Iceland";"2021-05-24";18932;25539;1;30;0.27462417681403;0
"Iceland";"2021-05-31";22594;21799;0;26;0;0
"Iceland";"2021-06-07";23782;54814;0;9;0;0
"Iceland";"2021-06-14";25978;53462;0;9;0;0
"Iceland";"2021-06-21";22663;45689;0;19;0.27462417681403;0
"Iceland";"2021-06-28";18484;96443;0;15;0.27462417681403;0
"Iceland";"2021-07-05";12319;29637;0;11;0;0
"Iceland";"2021-07-12";14115;22815;0;43;0.27462417681403;0
"Iceland";"2021-07-19";23920;2201;0;586;1.09849670725612;0
"Iceland";"2021-07-26";31585;1367;0;818;4.11936265221045;0.27462417681403
"Iceland";"2021-08-02";27256;1475;0;778;7.68947695079284;0.27462417681403
"Iceland";"2021-08-09";23115;1013;0;678;4.11936265221045;1.37312088407015
"Iceland";"2021-08-16";27598;3837;0;599;2.47161759132627;0.54924835362806
"Iceland";"2021-08-23";19851;1220;3;528;2.47161759132627;0
"Iceland";"2021-08-30";25790;1356;0;358;0.27462417681403;0
"Iceland";"2021-09-06";19543;2132;0;216;1.37312088407015;0
"Iceland";"2021-09-13";NA;NA;0;192;2.47161759132627;0
"Ireland";"2019-12-30";NA;NA;0;0;NA;NA
"Ireland";"2020-01-06";NA;NA;0;0;NA;NA
"Ireland";"2020-01-13";NA;NA;0;0;NA;NA
"Ireland";"2020-01-20";NA;NA;0;0;NA;NA
"Ireland";"2020-01-27";1;NA;0;0;NA;NA
"Ireland";"2020-02-03";118;NA;0;0;NA;NA
"Ireland";"2020-02-10";58;NA;0;0;NA;NA
"Ireland";"2020-02-17";19;NA;0;0;NA;NA
"Ireland";"2020-02-24";306;NA;0;1;NA;NA
"Ireland";"2020-03-02";1288;NA;0;20;NA;NA
"Ireland";"2020-03-09";4032;NA;2;148;NA;NA
"Ireland";"2020-03-16";9377;NA;2;737;NA;NA
"Ireland";"2020-03-23";14365;NA;42;1709;NA;NA
"Ireland";"2020-03-30";18566;NA;112;2496;3.34378097026049;0.0805730354279637
"Ireland";"2020-04-06";39166;NA;176;4544;5.66025573881445;0.946733166278573
"Ireland";"2020-04-13";22236;NA;276;5596;4.47180346625198;1.18845227256246
"Ireland";"2020-04-20";37192;NA;477;4011;3.86750570054226;0.906446648564591
"Ireland";"2020-04-27";60626;NA;216;2244;4.18979784225411;0.362578659425837
"Ireland";"2020-05-04";45780;NA;155;1490;2.49776409826687;NA
"Ireland";"2020-05-11";39476;NA;85;1116;1.43017137884636;0.382721918282828
"Ireland";"2020-05-18";30003;NA;63;527;1.49060115541733;0.201432588569909
"Ireland";"2020-05-25";24309;NA;44;351;1.06759271942052;0.302148882854864
"Ireland";"2020-06-01";18540;NA;29;211;0.543867989138755;0.0604297765709728
"Ireland";"2020-06-08";19217;NA;27;102;0.604297765709728;0.141002811998936
"Ireland";"2020-06-15";18433;NA;9;76;0.382721918282828;0.282005623997873
"Ireland";"2020-06-22";22111;NA;20;60;0.161146070855927;0.0805730354279637
"Ireland";"2020-06-29";42824;NA;6;88;0.161146070855927;0.120859553141946
"Ireland";"2020-07-06";49107;NA;5;101;0.0805730354279637;0.0201432588569909
"Ireland";"2020-07-13";50903;NA;7;132;0.181289329712918;0.0402865177139818
"Ireland";"2020-07-20";47048;NA;10;121;0.2215758474269;0.0604297765709728
"Ireland";"2020-07-27";27422;NA;0;281;0.120859553141946;0.0201432588569909
"Ireland";"2020-08-03";28426;NA;9;550;0.161146070855927;0.0201432588569909
"Ireland";"2020-08-10";54816;NA;2;545;0.282005623997873;0
"Ireland";"2020-08-17";52061;NA;3;712;0.342435400568846;0.0402865177139818
"Ireland";"2020-08-24";62179;NA;0;791;0.4431516948538;0.0402865177139818
"Ireland";"2020-08-31";66676;NA;0;912;0.402865177139818;0.0201432588569909
"Ireland";"2020-09-07";74796;NA;7;1313;0.483438212567782;0
"Ireland";"2020-09-14";86079;NA;8;1948;0.987019683992555;0.120859553141946
"Ireland";"2020-09-21";87700;NA;10;2057;1.12802249599149;0.0805730354279637
"Ireland";"2020-09-28";90199;NA;8;3042;1.36974160227538;0.181289329712918
"Ireland";"2020-10-05";96210;NA;16;4496;2.19561521541201;0.0805730354279637
"Ireland";"2020-10-12";112317;NA;26;7434;3.02148882854864;0.181289329712918
"Ireland";"2020-10-19";114943;NA;30;7166;4.39123043082402;0.241719106283891
"Ireland";"2020-10-26";88160;NA;33;4874;3.44449726454545;0.201432588569909
"Ireland";"2020-11-02";78413;NA;32;3392;2.53805061598086;0.382721918282828
"Ireland";"2020-11-09";75958;NA;32;2509;1.85317981484317;0.322292141711855
"Ireland";"2020-11-16";77849;NA;43;2558;1.7726067794152;0.201432588569909
"Ireland";"2020-11-23";75604;NA;30;1780;1.95389610912812;0.100716294284955
"Ireland";"2020-11-30";76115;NA;45;2005;1.38988486113237;0.201432588569909
"Ireland";"2020-12-07";81762;NA;27;1939;1.69203374398724;0.2215758474269
"Ireland";"2020-12-14";91482;NA;34;3357;1.67189048513025;0.362578659425837
"Ireland";"2020-12-21";103126;0;46;6587;2.4373343216959;0.322292141711855
"Ireland";"2020-12-28";154955;0;55;15758;7.65443836565655;0.302148882854864
"Ireland";"2021-01-04";178458;5;85;45726;13.9189918701807;0.584154506852737
"Ireland";"2021-01-11";160834;8;264;25113;18.0080734181499;1.18845227256246
"Ireland";"2021-01-18";146868;11114;362;14828;16.8196211455874;1.3294550845614
"Ireland";"2021-01-25";137069;138817;337;8993;12.3679609381924;1.34959834341839
"Ireland";"2021-02-01";122834;133030;379;7021;9.36661536850078;1.08773597827751
"Ireland";"2021-02-08";113628;12494;262;6014;6.88899452909089;0.946733166278573
"Ireland";"2021-02-15";105441;129044;188;5475;6.02283439824029;0.765443836565655
"Ireland";"2021-02-22";111417;27542;183;4446;4.12936806568314;0.644584283423709
"Ireland";"2021-03-01";95604;23622;103;3629;3.5452135588304;0.684870801137691
"Ireland";"2021-03-08";101564;35583;112;3532;3.1020618639766;0.564011247995746
"Ireland";"2021-03-15";98063;46959;53;3836;3.04163208740563;0.483438212567782
"Ireland";"2021-03-22";125886;93332;79;3976;2.57833713369484;0.423008435996809
"Ireland";"2021-03-29";117237;105262;52;3612;2.49776409826687;0.523724730281764
"Ireland";"2021-04-05";109146;86644;67;2796;2.07475566227007;0.302148882854864
"Ireland";"2021-04-12";102239;86669;51;2587;1.9941826268421;0.362578659425837
"Ireland";"2021-04-19";118266;101469;37;3114;2.27618825083997;0.322292141711855
"Ireland";"2021-04-26";128252;102273;33;3210;1.7726067794152;0.282005623997873
"Ireland";"2021-05-03";127694;117790;15;2984;1.67189048513025;0.181289329712918
"Ireland";"2021-05-10";122562;217750;20;3044;0.926589907421582;0.0805730354279637
"Ireland";"2021-05-17";123813;271606;0;2882;NA;0.141002811998936
"Ireland";"2021-05-24";116374;336376;0;2763;NA;0.302148882854864
"Ireland";"2021-05-31";118152;279460;0;2752;NA;0.282005623997873
"Ireland";"2021-06-07";101364;298767;0;2199;NA;0.161146070855927
"Ireland";"2021-06-14";101885;584117;0;2071;NA;0.161146070855927
"Ireland";"2021-06-21";109282;563984;48;2224;NA;0.0604297765709728
"Ireland";"2021-06-28";121312;503149;11;2971;NA;0.0805730354279637
"Ireland";"2021-07-05";129475;578699;6;3497;NA;0.0402865177139818
"Ireland";"2021-07-12";132634;485523;12;6308;NA;0.0805730354279637
"Ireland";"2021-07-19";141067;311475;8;8392;NA;0.2215758474269
"Ireland";"2021-07-26";130863;308985;9;9215;1.26902530799043;0.2215758474269
"Ireland";"2021-08-02";131540;275916;9;10023;2.07475566227007;0.181289329712918
"Ireland";"2021-08-09";144393;315912;15;11470;3.20277815826156;0.282005623997873
"Ireland";"2021-08-16";138623;282465;15;12699;4.02865177139818;0.322292141711855
"Ireland";"2021-08-23";138835;194036;18;11241;4.27037087768208;0.584154506852737
"Ireland";"2021-08-30";140898;134778;20;10289;4.16965458339712;0.523724730281764
"Ireland";"2021-09-06";164709;111907;43;9840;4.16965458339712;0.543867989138755
"Ireland";"2021-09-13";NA;109368;24;8708;3.36392422911748;0.362578659425837
"Ireland";"2021-09-20";NA;10;NA;NA;NA;NA
"Italy";"2019-12-30";NA;NA;0;0;NA;NA
"Italy";"2020-01-06";NA;NA;0;0;NA;NA
"Italy";"2020-01-13";NA;NA;0;0;NA;NA
"Italy";"2020-01-20";NA;NA;0;0;NA;NA
"Italy";"2020-01-27";NA;NA;0;3;NA;NA
"Italy";"2020-02-03";NA;NA;0;0;NA;NA
"Italy";"2020-02-10";NA;NA;0;0;NA;NA
"Italy";"2020-02-17";NA;NA;2;129;0.79139541253565;NA
"Italy";"2020-02-24";20457;NA;33;1557;3.76583495032854;NA
"Italy";"2020-03-02";29132;NA;331;5686;11.8759612436229;NA
"Italy";"2020-03-09";74304;NA;1445;16605;21.6745095293397;NA
"Italy";"2020-03-16";131459;NA;3665;35158;30.5710011795816;NA
"Italy";"2020-03-23";198678;NA;5305;38551;25.4487279056485;NA
"Italy";"2020-03-30";237431;NA;5108;31259;15.6350894531672;NA
"Italy";"2020-04-06";318732;NA;4012;27415;10.7659956438377;NA
"Italy";"2020-04-13";346348;NA;3759;22609;7.67251145712528;NA
"Italy";"2020-04-20";401118;NA;2984;18703;6.20205854018934;NA
"Italy";"2020-04-27";396113;NA;2240;13042;3.81613550621004;NA
"Italy";"2020-05-04";412140;NA;1676;8353;2.83862803691283;NA
"Italy";"2020-05-11";439048;NA;1348;6365;2.02375903163248;NA
"Italy";"2020-05-18";442052;NA;877;4423;1.36817511997689;NA
"Italy";"2020-05-25";92915;NA;630;3161;1.06134172909972;NA
"Italy";"2020-06-01";357796;NA;484;1979;0.79810215331985;NA
"Italy";"2020-06-08";384183;NA;446;1991;0.752831653026497;NA
"Italy";"2020-06-15";363652;NA;289;1510;0.62875694851879;NA
"Italy";"2020-06-22";330249;NA;104;1811;0.64217043008719;NA
"Italy";"2020-06-29";323669;NA;123;1301;0.660613967243742;NA
"Italy";"2020-07-06";300523;NA;93;1450;0.571749651853086;NA
"Italy";"2020-07-13";299238;NA;91;1373;0.611990096558288;NA
"Italy";"2020-07-20";322523;NA;62;1684;0.662290652439792;NA
"Italy";"2020-07-27";356193;NA;47;1952;0.658937282047691;NA
"Italy";"2020-08-03";333079;NA;51;2496;0.742771541850197;NA
"Italy";"2020-08-10";307573;NA;191;3349;0.841695968417153;NA
"Italy";"2020-08-17";450220;NA;41;5430;1.13846924811802;NA
"Italy";"2020-08-24";578704;NA;40;8873;1.48889645409249;NA
"Italy";"2020-08-31";632916;NA;64;9416;1.75381271506841;NA
"Italy";"2020-09-07";598861;NA;69;10119;2.16292390290464;NA
"Italy";"2020-09-14";614696;NA;97;10403;2.48987751613441;NA
"Italy";"2020-09-21";654250;NA;128;11714;2.74305698073797;NA
"Italy";"2020-09-28";697041;NA;151;15459;3.54283581925387;NA
"Italy";"2020-10-05";780608;NA;180;29621;5.97905940911468;NA
"Italy";"2020-10-12";975869;NA;377;59291;10.707311661976;NA
"Italy";"2020-10-19";1113420;NA;795;111541;17.6035178733301;NA
"Italy";"2020-10-26";1313916;NA;1488;183553;23.9548013959679;NA
"Italy";"2020-11-02";1406795;NA;2568;225769;28.911082835492;NA
"Italy";"2020-11-09";1503673;NA;3835;243425;28.5220918700083;NA
"Italy";"2020-11-16";1510190;NA;4594;230339;25.431961053688;NA
"Italy";"2020-11-23";1425999;NA;5081;176310;20.678558522886;NA
"Italy";"2020-11-30";1317771;NA;5174;143700;17.7845998745035;NA
"Italy";"2020-12-07";1090062;NA;4442;114834;15.5009546374832;NA
"Italy";"2020-12-14";1146229;NA;4279;109473;14.4463196491677;NA
"Italy";"2020-12-21";917012;6;3126;94511;13.9600809423132;NA
"Italy";"2020-12-28";880142;39;3407;107750;15.4053835813084;NA
"Italy";"2021-01-04";965114;105;3423;121045;15.6652697866961;NA
"Italy";"2021-01-11";1315299;9465;3422;104786;14.3054780926995;NA
"Italy";"2021-01-18";1511132;326280;3284;85536;12.2783656906749;NA
"Italy";"2021-01-25";1732691;1587519;3055;86219;11.3394219808869;NA
"Italy";"2021-02-01";1696000;1596951;2757;83706;11.1935503688305;NA
"Italy";"2021-02-08";1805855;424394;2304;85141;10.8330630516797;NA
"Italy";"2021-02-15";1890358;124013;2141;87367;11.6211050938233;NA
"Italy";"2021-02-22";2073948;195630;1981;116019;14.7129125953397;NA
"Italy";"2021-03-01";2209958;766423;2086;142221;18.2775453221422;NA
"Italy";"2021-03-08";2280459;1057198;2360;155656;21.049105951213;NA
"Italy";"2021-03-15";2267599;1463414;2797;153234;21.9159521975709;NA
"Italy";"2021-03-22";2202390;1476319;2991;155681;20.7255057083754;NA
"Italy";"2021-03-29";2106750;1443510;3097;136207;19.7027277387848;NA
"Italy";"2021-04-05";1854823;1438929;3224;101550;16.0173736778667;NA
"Italy";"2021-04-12";2039578;1632472;2673;100317;13.1334751406605;NA
"Italy";"2021-04-19";2031573;2223998;2311;92543;11.8742845584269;NA
"Italy";"2021-04-26";1988809;3126029;1939;82088;10.105381676594;NA
"Italy";"2021-05-03";1982198;3491292;1656;66448;8.10677292290226;NA
"Italy";"2021-05-10";1805643;3680269;1323;47912;5.94552570519367;NA
"Italy";"2021-05-17";1655819;4678160;1069;33061;4.11290878591091;NA
"Italy";"2021-05-24";1526792;5065325;821;23820;2.87886848161803;NA
"Italy";"2021-05-31";1242229;3451818;477;16425;2.14951042133624;NA
"Italy";"2021-06-07";1277054;2901421;479;12444;1.6297380105607;NA
"Italy";"2021-06-14";1312256;5137188;268;8104;1.08313863664837;NA
"Italy";"2021-06-21";1216281;6031276;202;5093;0.873552987142105;NA
"Italy";"2021-06-28";1208991;6791062;177;5248;0.769598504986998;NA
"Italy";"2021-07-05";1168575;8679422;126;7959;0.878583042730255;NA
"Italy";"2021-07-12";1283303;9537800;92;16182;1.25416052664548;NA
"Italy";"2021-07-19";1435886;8498888;82;29957;2.13945031015993;NA
"Italy";"2021-07-26";1483506;6871835;119;37933;2.63574912819077;NA
"Italy";"2021-08-02";1462948;5070575;152;41069;3.31816000298316;NA
"Italy";"2021-08-09";1432000;2748710;212;44252;3.83122567297449;NA
"Italy";"2021-08-16";1396461;2021341;319;43944;4.15147254542006;NA
"Italy";"2021-08-23";1614909;2817657;342;45633;4.24872028679097;NA
"Italy";"2021-08-30";1901730;2971277;422;41194;3.71218102405493;NA
"Italy";"2021-09-06";1933833;2944146;404;34973;3.29803978063056;NA
"Italy";"2021-09-13";NA;2522822;391;29698;1.78566973379336;NA
"Latvia";"2019-12-30";NA;NA;NA;NA;0;0
"Latvia";"2020-01-06";NA;NA;NA;NA;0;0
"Latvia";"2020-01-13";NA;NA;NA;NA;0;0
"Latvia";"2020-01-20";NA;NA;NA;NA;0;0
"Latvia";"2020-01-27";NA;NA;NA;NA;0;0
"Latvia";"2020-02-03";NA;NA;NA;NA;0;0
"Latvia";"2020-02-10";4;NA;NA;NA;0;0
"Latvia";"2020-02-17";6;NA;NA;NA;0;0
"Latvia";"2020-02-24";116;NA;NA;NA;0;0
"Latvia";"2020-03-02";217;NA;0;3;0.157259491265546;0
"Latvia";"2020-03-09";1010;NA;0;28;0.314518982531092;0
"Latvia";"2020-03-16";5220;NA;0;108;0.838717286749577;0
"Latvia";"2020-03-23";7232;NA;0;237;1.52017508223361;0.157259491265546
"Latvia";"2020-03-30";6875;NA;1;157;1.46775525181176;0.209679321687394
"Latvia";"2020-04-06";7534;NA;4;118;1.31049576054622;0
"Latvia";"2020-04-13";7667;NA;0;76;0.943556947593275;0.157259491265546
"Latvia";"2020-04-20";11736;NA;7;85;0.73387762590588;0.209679321687394
"Latvia";"2020-04-27";16628;NA;4;67;0.471778473796637;0.104839660843697
"Latvia";"2020-05-04";12347;NA;2;60;0.524198304218486;0
"Latvia";"2020-05-11";11813;NA;1;69;0.524198304218486;0.0524198304218486
"Latvia";"2020-05-18";10644;NA;3;39;0.419358643374789;0
"Latvia";"2020-05-25";10022;NA;2;19;0.209679321687394;0.0524198304218486
"Latvia";"2020-06-01";8589;NA;1;22;0.157259491265546;0.104839660843697
"Latvia";"2020-06-08";9790;NA;3;9;0.157259491265546;0
"Latvia";"2020-06-15";10411;NA;2;14;0.209679321687394;0
"Latvia";"2020-06-22";10055;NA;0;5;0.104839660843697;0
"Latvia";"2020-06-29";9011;NA;0;8;0.0524198304218486;0
"Latvia";"2020-07-06";11121;NA;0;49;0.0524198304218486;0
"Latvia";"2020-07-13";11981;NA;1;19;0.0524198304218486;0
"Latvia";"2020-07-20";10142;NA;0;27;0.0524198304218486;0
"Latvia";"2020-07-27";10240;NA;1;24;0.104839660843697;0
"Latvia";"2020-08-03";12224;NA;0;47;0.262099152109243;0
"Latvia";"2020-08-10";12102;NA;0;32;0.104839660843697;0
"Latvia";"2020-08-17";11841;NA;1;15;0.262099152109243;0
"Latvia";"2020-08-24";13232;NA;1;56;0.209679321687394;0
"Latvia";"2020-08-31";13549;NA;1;35;0.262099152109243;0
"Latvia";"2020-09-07";14409;NA;0;46;0.314518982531092;0
"Latvia";"2020-09-14";16575;NA;1;51;0.36693881295294;0
"Latvia";"2020-09-21";15590;NA;0;151;0.314518982531092;0
"Latvia";"2020-09-28";23997;NA;2;410;1.36291559096806;0.209679321687394
"Latvia";"2020-10-05";27014;NA;2;584;2.56857169067058;0.157259491265546
"Latvia";"2020-10-12";29128;NA;2;780;2.72583118193613;0.314518982531092
"Latvia";"2020-10-19";33024;NA;14;1228;6.50005897230922;0.419358643374789
"Latvia";"2020-10-26";34156;NA;18;1458;10.2742867626823;0.995976778015123
"Latvia";"2020-11-02";39798;NA;25;1959;11.3751032015411;1.15323626928067
"Latvia";"2020-11-09";40817;NA;24;2452;14.7299723485395;1.31049576054622
"Latvia";"2020-11-16";37881;NA;30;2573;17.1937043783663;2.14921304729579
"Latvia";"2020-11-23";45757;NA;44;3855;25.3187780937529;4.29842609459158
"Latvia";"2020-11-30";50199;NA;65;4338;26.7341135151428;4.97988389007562
"Latvia";"2020-12-07";56133;NA;87;4362;34.0728897742016;5.6089218551378
"Latvia";"2020-12-14";57792;NA;90;5265;39.472132307652;4.82262439881007
"Latvia";"2020-12-21";50477;0;120;5390;41.9882841679007;4.82262439881007
"Latvia";"2020-12-28";52364;0;121;6167;44.1374972151965;5.81860117682519
"Latvia";"2021-01-04";75846;4;169;7071;49.169800935694;6.23795982019998
"Latvia";"2021-01-11";72045;16;129;6096;42.4076428112755;7.91539439369914
"Latvia";"2021-01-18";70101;6069;133;5344;39.2100331555427;8.43959269791762
"Latvia";"2021-01-25";66460;12404;84;5233;37.1132399386688;8.54443235876132
"Latvia";"2021-02-01";69114;20691;144;5559;33.7583707916705;8.12507371538653
"Latvia";"2021-02-08";68325;4839;112;4906;29.9317231708755;8.17749354580838
"Latvia";"2021-02-15";66173;1408;91;4813;26.0526557196587;6.60489863315292
"Latvia";"2021-02-22";70477;636;76;4667;25.633297076284;6.44763914188738
"Latvia";"2021-03-01";81179;2624;77;4145;27.2058919889394;6.23795982019998
"Latvia";"2021-03-08";90921;346;72;3450;19.6574364081932;6.65731846357477
"Latvia";"2021-03-15";87652;1877;59;3628;21.9639089467546;5.55650202471595
"Latvia";"2021-03-22";93396;6334;52;3631;27.3107316497831;6.23795982019998
"Latvia";"2021-03-29";82274;6688;53;3065;22.5929469118167;6.81457795484032
"Latvia";"2021-04-05";96251;3288;55;3503;22.5405270813949;7.12909693737141
"Latvia";"2021-04-12";96358;4482;67;3726;22.855046063926;6.81457795484032
"Latvia";"2021-04-19";93353;23865;49;3982;25.3711979241747;6.65731846357477
"Latvia";"2021-04-26";92820;33964;42;4434;24.1655418244722;7.39119608948065
"Latvia";"2021-05-03";91795;57404;68;4213;24.0607021636285;7.02425727652771
"Latvia";"2021-05-10";90049;84821;54;4015;24.1131219940504;6.91941761568401
"Latvia";"2021-05-17";88179;126077;60;2967;18.9235587822873;6.44763914188738
"Latvia";"2021-05-24";76839;160161;44;2153;14.1009343834773;6.08070032893444
"Latvia";"2021-05-31";65786;178333;43;1714;10.9033247277445;4.61294507712268
"Latvia";"2021-06-07";64067;138646;43;1218;9.64524879762014;4.50810541627898
"Latvia";"2021-06-14";56884;125010;40;780;6.97183744610586;4.08874677290419
"Latvia";"2021-06-21";35184;52613;7;400;4.66536490754452;2.77825101235798
"Latvia";"2021-06-28";57252;126619;25;421;2.56857169067058;2.51615186024873
"Latvia";"2021-07-05";48727;84095;9;268;2.51615186024873;1.25807593012437
"Latvia";"2021-07-12";50636;42186;6;260;2.14921304729579;1.25807593012437
"Latvia";"2021-07-19";50195;45859;7;322;1.31049576054622;0.73387762590588
"Latvia";"2021-07-26";52278;40188;6;418;1.78227423434285;0.681457795484032
"Latvia";"2021-08-02";52157;33001;3;522;2.35889236898319;0.995976778015123
"Latvia";"2021-08-09";55303;32772;2;701;2.46373202982688;0.995976778015123
"Latvia";"2021-08-16";58726;34195;8;923;2.30647253856134;0.838717286749577
"Latvia";"2021-08-23";149942;32228;4;1274;7.3387762590588;1.57259491265546
"Latvia";"2021-08-30";223982;32998;12;2199;7.4436159199025;2.25405270813949
"Latvia";"2021-09-06";243536;31244;24;2675;11.4799428623848;2.20163287771764
"Latvia";"2021-09-13";NA;NA;31;3367;15.0969111614924;3.35486914699831
"Lithuania";"2019-12-30";NA;NA;0;0;NA;NA
"Lithuania";"2020-01-06";NA;NA;0;0;NA;NA
"Lithuania";"2020-01-13";NA;NA;0;0;NA;NA
"Lithuania";"2020-01-20";NA;NA;0;0;NA;NA
"Lithuania";"2020-01-27";NA;NA;0;0;NA;NA
"Lithuania";"2020-02-03";NA;NA;0;0;NA;NA
"Lithuania";"2020-02-10";NA;NA;0;0;NA;NA
"Lithuania";"2020-02-17";47;NA;0;0;NA;NA
"Lithuania";"2020-02-24";118;NA;0;1;NA;NA
"Lithuania";"2020-03-02";95;NA;0;0;NA;NA
"Lithuania";"2020-03-09";364;NA;0;13;NA;NA
"Lithuania";"2020-03-16";1737;NA;1;129;NA;NA
"Lithuania";"2020-03-23";7530;NA;6;341;NA;NA
"Lithuania";"2020-03-30";15710;NA;6;327;NA;NA
"Lithuania";"2020-04-06";15902;NA;11;251;NA;NA
"Lithuania";"2020-04-13";3174;NA;12;264;NA;NA
"Lithuania";"2020-04-20";40158;NA;5;112;1.00211517882387;NA
"Lithuania";"2020-04-27";35365;NA;5;-28;0.536847417227076;NA
"Lithuania";"2020-05-04";41648;NA;4;69;1.07369483445415;NA
"Lithuania";"2020-05-11";43124;NA;6;62;0.536847417227076;NA
"Lithuania";"2020-05-18";37046;NA;7;82;0.250528794705969;NA
"Lithuania";"2020-05-25";34491;NA;7;52;0.250528794705969;NA
"Lithuania";"2020-06-01";30002;NA;1;39;0.107369483445415;NA
"Lithuania";"2020-06-08";28037;NA;4;54;0.178949139075692;NA
"Lithuania";"2020-06-15";28163;NA;1;30;0.178949139075692;NA
"Lithuania";"2020-06-22";23234;NA;2;18;NA;NA
"Lithuania";"2020-06-29";23926;NA;1;20;0.0715796556302768;NA
"Lithuania";"2020-07-06";16933;NA;0;33;0.858955867563321;0.143159311260554
"Lithuania";"2020-07-13";17435;NA;1;63;0.858955867563321;NA
"Lithuania";"2020-07-20";4700;NA;0;76;0.322108450336245;NA
"Lithuania";"2020-07-27";21815;NA;0;102;0.250528794705969;NA
"Lithuania";"2020-08-03";22423;NA;1;142;0.0357898278151384;NA
"Lithuania";"2020-08-10";24651;NA;0;164;NA;NA
"Lithuania";"2020-08-17";NA;NA;3;219;NA;NA
"Lithuania";"2020-08-24";27826;NA;2;239;NA;NA
"Lithuania";"2020-08-31";25983;NA;0;209;NA;NA
"Lithuania";"2020-09-07";28052;NA;1;252;NA;NA
"Lithuania";"2020-09-14";29695;NA;0;409;NA;NA
"Lithuania";"2020-09-21";33704;NA;4;641;NA;NA
"Lithuania";"2020-09-28";37752;NA;3;800;NA;NA
"Lithuania";"2020-10-05";NA;NA;9;937;NA;NA
"Lithuania";"2020-10-12";48184;NA;10;1399;4.18740985437119;0.322108450336245
"Lithuania";"2020-10-19";55103;NA;21;2663;6.69269780143088;0.393688105966522
"Lithuania";"2020-10-26";63835;NA;32;5535;3.61477260932898;0.930535523193598
"Lithuania";"2020-11-02";70274;NA;41;8980;13.707504053198;1.78949139075692
"Lithuania";"2020-11-09";77463;NA;70;10059;16.3201614837031;2.18317949672344
"Lithuania";"2020-11-16";79124;NA;109;12289;23.3707575632854;2.6126574305051
"Lithuania";"2020-11-23";81580;NA;120;14278;22.4402220400918;3.22108450336245
"Lithuania";"2020-11-30";79801;NA;131;14711;25.4465675765634;3.32845398680787
"Lithuania";"2020-12-07";86236;NA;188;18985;28.6318622521107;4.0084607152955
"Lithuania";"2020-12-14";92154;NA;214;19466;25.6970963712694;3.97267088748036
"Lithuania";"2020-12-21";72495;0;230;17882;21.9391644506798;4.43793864907716
"Lithuania";"2020-12-28";70045;0;681;15618;26.0549946494207;4.72425727159827
"Lithuania";"2021-01-04";85015;0;282;12459;23.8718151526973;4.0084607152955
"Lithuania";"2021-01-11";66944;2967;237;7546;18.8970290863931;3.50740312588356
"Lithuania";"2021-01-18";61005;23760;195;9174;18.7538697751325;3.82951157621981
"Lithuania";"2021-01-25";58978;38097;161;5727;16.3559513115182;3.36424381462301
"Lithuania";"2021-02-01";50695;71772;130;4146;12.419070251853;2.97055570865649
"Lithuania";"2021-02-08";49089;23928;125;3898;13.2780261194163;2.21896932453858
"Lithuania";"2021-02-15";43444;38811;98;3396;12.4906499074833;2.04002018546289
"Lithuania";"2021-02-22";50010;16590;75;5065;11.8106431789957;1.57475242386609
"Lithuania";"2021-03-01";50868;39123;83;3032;10.3074704107599;1.8610710463872
"Lithuania";"2021-03-08";50603;40791;74;3214;10.1285212716842;1.53896259605095
"Lithuania";"2021-03-15";55432;77331;76;3696;10.2716805829447;1.82528121857206
"Lithuania";"2021-03-22";63729;78834;74;5025;9.52009419882681;1.71791173512664
